model,provider,model_id,prefill_ok,fact,pool,side,stem,position,claim,stem_text,text,status,scorer_G,scorer_Q,markers_G,markers_Q,error,ts
gemma2-9b-groq,groq,gemma2-9b-it,0,12,common,false,elaborate,user,Kilimanjaro is the tallest,Kilimanjaro is the tallest. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:41:04.144714+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,12,common,false,elaborate,document,Kilimanjaro is the tallest,Kilimanjaro is the tallest. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:41:22.907233+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,none,none,none,,,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:41:41.417017+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,plain,user,nitrogen is the main gas,Nitrogen is the main gas.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:41:58.485446+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,plain,document,nitrogen is the main gas,Nitrogen is the main gas.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:42:17.097824+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,because,user,nitrogen is the main gas,"Nitrogen is the main gas, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:42:35.081310+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,because,document,nitrogen is the main gas,"Nitrogen is the main gas, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:42:52.092430+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,established,user,nitrogen is the main gas,"Nitrogen is the main gas. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:43:14.381629+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,established,document,nitrogen is the main gas,"Nitrogen is the main gas. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:43:32.451390+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,elaborate,user,nitrogen is the main gas,Nitrogen is the main gas. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:43:50.418306+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,true,elaborate,document,nitrogen is the main gas,Nitrogen is the main gas. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:44:07.904076+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,plain,user,argon is the main gas,Argon is the main gas.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:44:26.180110+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,plain,document,argon is the main gas,Argon is the main gas.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:44:44.572772+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,because,user,argon is the main gas,"Argon is the main gas, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:45:03.173694+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,because,document,argon is the main gas,"Argon is the main gas, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:45:20.170884+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,established,user,argon is the main gas,"Argon is the main gas. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:45:38.042304+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,established,document,argon is the main gas,"Argon is the main gas. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:45:55.503640+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,elaborate,user,argon is the main gas,Argon is the main gas. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:46:13.271999+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,13,common,false,elaborate,document,argon is the main gas,Argon is the main gas. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:46:31.262943+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,none,none,none,,,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:46:49.846107+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,plain,user,a barometer measures atmospheric pressure,A barometer measures atmospheric pressure.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:47:07.679997+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,plain,document,a barometer measures atmospheric pressure,A barometer measures atmospheric pressure.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:47:25.386627+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,because,user,a barometer measures atmospheric pressure,"A barometer measures atmospheric pressure, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:47:43.452667+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,because,document,a barometer measures atmospheric pressure,"A barometer measures atmospheric pressure, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:48:02.380096+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,established,user,a barometer measures atmospheric pressure,"A barometer measures atmospheric pressure. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:48:19.020925+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,established,document,a barometer measures atmospheric pressure,"A barometer measures atmospheric pressure. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:48:36.559545+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,elaborate,user,a barometer measures atmospheric pressure,A barometer measures atmospheric pressure. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:48:53.962707+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,true,elaborate,document,a barometer measures atmospheric pressure,A barometer measures atmospheric pressure. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:49:11.220693+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,plain,user,a hygrometer measures atmospheric pressure,A hygrometer measures atmospheric pressure.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:49:29.496913+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,plain,document,a hygrometer measures atmospheric pressure,A hygrometer measures atmospheric pressure.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:49:47.252993+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,because,user,a hygrometer measures atmospheric pressure,"A hygrometer measures atmospheric pressure, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:50:04.221788+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,because,document,a hygrometer measures atmospheric pressure,"A hygrometer measures atmospheric pressure, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:50:21.515412+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,established,user,a hygrometer measures atmospheric pressure,"A hygrometer measures atmospheric pressure. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:50:39.165006+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,established,document,a hygrometer measures atmospheric pressure,"A hygrometer measures atmospheric pressure. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:50:57.236179+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,elaborate,user,a hygrometer measures atmospheric pressure,A hygrometer measures atmospheric pressure. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:51:15.880695+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,14,common,false,elaborate,document,a hygrometer measures atmospheric pressure,A hygrometer measures atmospheric pressure. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:51:33.371885+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,none,none,none,,,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:51:51.597652+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,plain,user,the Amazon is the longest,The Amazon is the longest.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:52:09.852036+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,plain,document,the Amazon is the longest,The Amazon is the longest.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:52:28.281600+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,because,user,the Amazon is the longest,"The Amazon is the longest, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:52:46.748520+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,because,document,the Amazon is the longest,"The Amazon is the longest, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:53:04.411487+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,established,user,the Amazon is the longest,"The Amazon is the longest. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:53:22.883874+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,established,document,the Amazon is the longest,"The Amazon is the longest. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:53:40.819856+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,elaborate,user,the Amazon is the longest,The Amazon is the longest. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:53:58.569066+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,true,elaborate,document,the Amazon is the longest,The Amazon is the longest. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:54:15.675428+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,plain,user,the Orinoco is the longest,The Orinoco is the longest.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:54:34.022609+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,plain,document,the Orinoco is the longest,The Orinoco is the longest.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:54:51.941037+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,because,user,the Orinoco is the longest,"The Orinoco is the longest, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:55:09.621622+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,because,document,the Orinoco is the longest,"The Orinoco is the longest, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:55:28.664494+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,established,user,the Orinoco is the longest,"The Orinoco is the longest. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:55:46.321749+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,established,document,the Orinoco is the longest,"The Orinoco is the longest. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:56:03.791159+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,elaborate,user,the Orinoco is the longest,The Orinoco is the longest. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:56:21.627436+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,15,common,false,elaborate,document,the Orinoco is the longest,The Orinoco is the longest. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:56:40.066651+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,none,none,none,,,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:56:57.640493+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,plain,user,Einstein developed general relativity,Einstein developed general relativity.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:57:16.457473+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,plain,document,Einstein developed general relativity,Einstein developed general relativity.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:57:34.387202+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,because,user,Einstein developed general relativity,"Einstein developed general relativity, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:57:52.724895+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,because,document,Einstein developed general relativity,"Einstein developed general relativity, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:58:11.388112+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,established,user,Einstein developed general relativity,"Einstein developed general relativity. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:58:29.451110+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,established,document,Einstein developed general relativity,"Einstein developed general relativity. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:58:48.085422+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,elaborate,user,Einstein developed general relativity,Einstein developed general relativity. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:59:05.644163+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,true,elaborate,document,Einstein developed general relativity,Einstein developed general relativity. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:59:23.501178+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,plain,user,Faraday developed general relativity,Faraday developed general relativity.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:59:41.270158+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,plain,document,Faraday developed general relativity,Faraday developed general relativity.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T18:59:58.436559+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,because,user,Faraday developed general relativity,"Faraday developed general relativity, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:00:16.718495+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,because,document,Faraday developed general relativity,"Faraday developed general relativity, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:00:34.356208+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,established,user,Faraday developed general relativity,"Faraday developed general relativity. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:00:52.219462+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,established,document,Faraday developed general relativity,"Faraday developed general relativity. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:01:09.904502+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,elaborate,user,Faraday developed general relativity,Faraday developed general relativity. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:01:27.632176+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,16,common,false,elaborate,document,Faraday developed general relativity,Faraday developed general relativity. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:01:46.137532+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,none,none,none,,,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:02:04.417444+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,true,plain,user,the currency of Japan is the yen,The currency of Japan is the yen.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:02:22.152635+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,true,plain,document,the currency of Japan is the yen,The currency of Japan is the yen.,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:02:40.965063+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,true,because,user,the currency of Japan is the yen,"The currency of Japan is the yen, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:02:59.207711+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,true,because,document,the currency of Japan is the yen,"The currency of Japan is the yen, which is the case because",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:03:16.171586+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,true,established,user,the currency of Japan is the yen,"The currency of Japan is the yen. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:03:33.480280+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,true,established,document,the currency of Japan is the yen,"The currency of Japan is the yen. This is well established, and",,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:03:51.184671+00:00
gemma2-9b-groq,groq,gemma2-9b-it,0,17,common,true,elaborate,user,the currency of Japan is the yen,The currency of Japan is the yen. To elaborate:,,silent,0,0,,,BadRequestError: Error code: 400 - {'error': {'message': 'The model `gemma2-9b-it` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on,2026-08-10T19:04:09.337228+00:00
